"","effect_sizes","N_t","N_pers","pre_slope","step","slope","bias_pre_slope","bias_step","bias_slope","Precision_pre_slope","Precision_step","Precision_slope"
"1",0.01,6,100,1,0.048,0.033,0.08549065556056,-0.178067582080596,-0.0586298008334307,0.0444438452412505,0.103415174616681,0.0537923992185322
"2",0.01,6,300,1,0.061,0.029,0.0162590435995327,0.0212121140070967,-0.0361394090855952,0.0261557505308816,0.0611820152620556,0.0317970322050875
"3",0.01,6,500,1,0.06,0.037,0.00905215029652727,-0.0118740270651295,0.00170697224217548,0.0211202565107855,0.0473121164848511,0.0255951482028582
"4",0.01,6,700,1,0.072,0.029,-0.00502063030605751,-0.0226161895740761,0.0168478529689867,0.0176304914455967,0.0424333914169603,0.0209207078386234
"5",0.01,6,900,1,0.068,0.031,0.0152536962170813,-0.0323456697558518,-0.00809080661415249,0.0153928871585825,0.036820708636666,0.0182805459806855
"6",0.01,6,1100,1,0.061,0.038,-0.00172919772930518,0.0322800637881085,-0.00188709068298312,0.0136600128793352,0.031877841142827,0.0166714785573945
"7",0.01,6,1300,1,0.06,0.036,0.0182903150654009,-0.0276317622593764,-0.0205391641268462,0.013138836599988,0.0292084833755654,0.016021877137409
"8",0.01,6,1500,1,0.055,0.038,-0.0030197802553017,0.0302347537070559,-0.00471404564040425,0.0118089457839644,0.0279437001848605,0.0147683272065823
"9",0.01,8,100,1,0.054,0.031,0.0486016957919014,-0.149637196121865,-0.0146808755683989,0.0286431718944197,0.0924021841608732,0.0354465125539848
"10",0.01,8,300,1,0.057,0.027,0.00309962750207232,-0.0110338990474991,-0.00206349979864977,0.0163003571073491,0.0535304484167748,0.0198699625899034
"11",0.01,8,500,1,0.044,0.035,-0.0102628709453354,0.029393089429083,-0.00526141597710095,0.012855645385817,0.0400430685072224,0.0160663087170673
"12",0.01,8,700,1,0.06,0.032,0.0018375957653232,-0.0137043539244267,0.00526305970115035,0.0110733094796443,0.0340171703403924,0.0138770999288714
"13",0.01,8,900,1,0.05,0.043,-0.0138663197922515,0.0338382209988652,0.0118993644417757,0.00996262220926623,0.0298408901721995,0.0125157331899398
"14",0.01,8,1100,1,0.058,0.04,0.0100167578617447,-0.0249768965422385,-0.0064781373304574,0.00859879614425305,0.0278710512254519,0.0112478132811617
"15",0.01,8,1300,1,0.054,0.038,-0.0070926594305667,0.0197680150462878,0.00195859037586623,0.0082472181369586,0.0251657621809375,0.0101631080529702
"16",0.01,8,1500,1,0.044,0.031,-0.00618369379669737,-0.0157266590821175,0.0164094745227058,0.0074592196691284,0.0229622376133483,0.00926013391134848
"17",0.01,10,100,1,0.041,0.027,0.0145167728182226,-0.135738799930911,0.0123467771226009,0.0199290335217669,0.07805456693422,0.0254262638595626
"18",0.01,10,300,1,0.058,0.028,-0.000750159805629071,-0.0544328562751953,0.0131132135031077,0.011491586271099,0.0474099096935242,0.0145239282002564
"19",0.01,10,500,1,0.047,0.033,-0.0153002649097251,0.071889816795554,0.0151398728363561,0.0091543117599071,0.035102243743361,0.0116022690952244
"20",0.01,10,700,1,0.058,0.031,-0.00347976692607821,-0.0209372420992081,0.00505257475799952,0.00765245951051481,0.0303014039989066,0.00973052180119847
"21",0.01,10,900,1,0.048,0.032,-0.0034237385450255,0.0140622523102556,0.00530382114496461,0.00659055090114875,0.0265142203533607,0.00831136441113257
"22",0.01,10,1100,1,0.055,0.037,0.000502813755598092,0.00798883980436543,-0.000230928411320501,0.00623362359889842,0.0243683802542793,0.00783392576189652
"23",0.01,10,1300,1,0.053,0.04,-0.00399007873854858,-0.0248371650294416,0.0150280915791737,0.00570413450858472,0.0221305994648543,0.00725945524641874
"24",0.01,10,1500,1,0.043,0.044,-0.00851326766740606,0.0222817814223399,0.00193771429245332,0.00507002272373346,0.0202617330652568,0.00670727848345456
"25",0.01,12,100,1,0.054,0.032,-0.0124982698403058,0.0590660624510945,0.00737638636919766,0.0152554819343275,0.0712476751204718,0.019738356090121
"26",0.01,12,300,1,0.047,0.027,-0.00353359829206065,0.0680222047304363,0.00474787389331087,0.00889203073554844,0.0420257068691191,0.0112256140393222
"27",0.01,12,500,1,0.045,0.04,-0.00441366006787552,0.0321844489677561,-0.000573592159905221,0.00710855222987081,0.0325953884292037,0.00913176506083275
"28",0.01,12,700,1,0.049,0.032,-0.000504948568465314,0.0127662548770655,-0.000978801902509818,0.0059054986222226,0.0274417860761676,0.00764994824326724
"29",0.01,12,900,1,0.041,0.026,-0.0117916501455986,0.0472731828392386,0.0127081762994083,0.00487509259874071,0.0234977402029749,0.00614395147312614
"30",0.01,12,1100,1,0.04,0.037,-0.00726611258249362,-0.00255455835804038,0.0114177810078774,0.00453110117665595,0.0214764928372977,0.00589509962841962
"31",0.01,12,1300,1,0.044,0.022,-0.0100439804290303,0.0323967121447866,0.00838983791074338,0.00401195259886168,0.0194057468080637,0.00518505091288806
"32",0.01,12,1500,1,0.042,0.039,0.00546909015420642,0.00705690726527829,-0.0113757045550766,0.0039893310861127,0.0186748953246384,0.00513318266039221
"33",0.01,14,100,1,0.053,0.035,0.0284638909337814,-0.0667279989985224,-0.0253094332170586,0.0119135712237917,0.0679688398716748,0.015711930915997
"34",0.01,14,300,1,0.044,0.027,-0.0172235814334282,0.0422209719131652,0.0192178692211817,0.00706197679410377,0.0392156819709838,0.00878908599127534
"35",0.01,14,500,1,0.052,0.032,0.00541811047255367,-0.050799184606403,0.00220740950995715,0.00527303303370565,0.0305716824294139,0.00697218184310159
"36",0.01,14,700,1,0.051,0.036,0.00369031522174902,-0.0155870019866154,-0.00247715399471073,0.00461079024625831,0.0256738529621872,0.00593333412019941
"37",0.01,14,900,1,0.053,0.042,0.00283055890177583,0.00877508277272033,-0.00740472252349311,0.00412743345977707,0.0232491839195389,0.00535886031218953
"38",0.01,14,1100,1,0.046,0.025,-0.00244463082346159,-0.0106886014596539,0.0043050436974116,0.00361611340997206,0.0201965349094047,0.0046508651367548
"39",0.01,14,1300,1,0.05,0.029,0.00206294678290017,0.0121194245398628,-0.00246816259319983,0.00325727997435588,0.0186040224502906,0.00422938468130083
"40",0.01,14,1500,1,0.057,0.038,0.00490487170129827,-0.0115798216691626,-0.00219438247248208,0.00313661630268697,0.0179764537013405,0.0041395460440936
"41",0.01,16,100,1,0.042,0.037,-0.00187454055565232,0.102976958596893,-0.00931197961739253,0.00983316939995291,0.0621188124002379,0.0132305144448842
"42",0.01,16,300,1,0.052,0.041,-0.00202839913769501,0.0295235261111048,0.0038983531109492,0.00570553698438269,0.0377503613415587,0.00755456835640324
"43",0.01,16,500,1,0.054,0.037,-0.00357405590215428,0.0745864265150667,-0.00317016252356164,0.00441539171869647,0.0287376035248337,0.00577606656892653
"44",0.01,16,700,1,0.046,0.028,0.00196296486791542,-0.0467893963663767,0.00187016472743478,0.00369329161314499,0.02347141958636,0.00484953630795713
"45",0.01,16,900,1,0.051,0.026,-0.0041552170162308,0.0256309553633963,0.00512559887152738,0.00324211137080829,0.0212663680673045,0.00415415860149168
